"title","address","gasPrices/0/currency","gasPrices/0/gasType","gasPrices/0/price","gasPrices/0/priceTag","gasPrices/0/unit","gasPrices/0/updatedAt","gasPrices/1/currency","gasPrices/1/gasType","gasPrices/1/price","gasPrices/1/priceTag","gasPrices/1/unit","gasPrices/1/updatedAt","gasPrices/2/currency","gasPrices/2/gasType","gasPrices/2/price","gasPrices/2/priceTag","gasPrices/2/unit","gasPrices/2/updatedAt","gasPrices/3/currency","gasPrices/3/gasType","gasPrices/3/price","gasPrices/3/priceTag","gasPrices/3/unit","gasPrices/3/updatedAt","website","phone","totalScore","rank","reviewsCount","isAdvertisement","categoryName","searchString","url"
"Chevron","3359 University Ave, San Diego, CA 92104","USD","Regular","6.5","$6.50","gallon","2023-10-02T08:15:36.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T06:24:03.000Z","USD","Premium","6.88","$6.88","gallon","2023-10-02T06:24:03.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T06:58:00.000Z","http://chevronwithtechron.com/","(619) 563-4135","3.8","81","35","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.7486065,-117.121456,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9545e96fcf89f:0x54b95f5f4c2e461d!8m2!3d32.7486065!4d-117.121456!16s%2Fg%2F1tfbh__3?hl=en&entry=ttu"
"Shell","5465 Mission Center Rd, San Diego, CA 92108","USD","Regular","6.81","$6.81","gallon","2023-10-02T11:56:48.000Z","USD","Midgrade","7","$7.00","gallon","2023-10-02T10:28:18.000Z","USD","Premium","7.1","$7.10","gallon","2023-10-02T10:28:18.000Z","USD","Diesel","7","$7.00","gallon","2023-10-02T11:38:55.000Z","https://find.shell.com/us/fuel/10006336-5465-mission-center-road","(619) 295-9829","3","77","109","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7737942,-117.1536882,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9553c2848c8cd:0xa008918c1c447954!8m2!3d32.7737942!4d-117.1536882!16s%2Fg%2F1wbf_pv7?hl=en&entry=ttu"
"Chevron","2405 University Ave, San Diego, CA 92104","USD","Regular","6.49","$6.49","gallon","2023-10-02T06:57:33.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T05:08:00.000Z","USD","Premium","7","$7.00","gallon","2023-10-01T23:04:21.000Z","USD","Diesel","6.4","$6.40","gallon","2023-10-01T23:04:21.000Z","https://www.chevronwithtechron.com/","(619) 298-8071","4","74","44","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.7482244,-117.1386446,17z/data=!3m1!4b1!4m6!3m5!1s0x80d955a18d9d62ff:0xe82959388063ffae!8m2!3d32.7482244!4d-117.1386446!16s%2Fg%2F11ffvh6y9q?hl=en&entry=ttu"
"76","4415 El Cajon Blvd, San Diego, CA 92115","USD","Regular","6.2","$6.20","gallon","2023-10-02T12:23:29.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-10-02T10:38:29.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-02T10:38:29.000Z",,,,,,,"https://www.76.com/station/U76-WORLD-OIL-057-0000877677?utm_source=G&utm_medium=local&utm_campaign=google-local","(619) 280-6701","3.6","75","97","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/76/@32.7548753,-117.0995414,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9543ed107ffed:0x6897df797353855d!8m2!3d32.7548753!4d-117.0995414!16s%2Fg%2F12640jb89?hl=en&entry=ttu"
"Chevron Extra Mile - G&M","8110 Balboa Ave, San Diego, CA 92111","USD","Regular","6.3","$6.30","gallon","2023-10-02T14:39:27.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-02T15:21:55.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-02T14:35:39.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T11:27:43.000Z","http://gmoc.com/",,"2.2","71","34","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron+Extra+Mile+-+G%26M/@32.8223485,-117.1485066,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbffbf8a5521a1:0x38549385e905ca32!8m2!3d32.8223485!4d-117.1485066!16s%2Fg%2F1hhxqnl8p?hl=en&entry=ttu"
"ARCO","2940 Lytton St, San Diego, CA 92110","USD","Regular","6.2","$6.20","gallon","2023-09-30T16:04:41.000Z","USD","Midgrade","6.4","$6.40","gallon","2023-09-30T16:04:41.000Z","USD","Premium","6.6","$6.60","gallon","2023-09-30T16:04:41.000Z",,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(619) 226-1553","3.7","70","321","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.7443131,-117.2120139,17z/data=!3m1!4b1!4m6!3m5!1s0x80deab02795889cf:0x442741b1715cc095!8m2!3d32.7443131!4d-117.2120139!16s%2Fg%2F1q6j4tmz6?hl=en&entry=ttu"
"San Diego Gasoline","1574 Grand Ave, San Diego, CA 92109",,,,,,,,,,,,,,,,,,,,,,,,,,,"3.6","73","10","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/San+Diego+Gasoline/@32.7981372,-117.2405794,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc01c0fd86a203:0x86688542b349670f!8m2!3d32.7981372!4d-117.2405794!16s%2Fg%2F11s8wqvcsk?hl=en&entry=ttu"
"76","3010 Market St, San Diego, CA 92102","USD","Regular","6.3","$6.30","gallon","2023-10-02T07:40:39.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-02T06:15:57.000Z","USD","Premium","6.65","$6.65","gallon","2023-09-29T14:18:25.000Z","USD","Diesel","6.25","$6.25","gallon","2023-09-28T22:00:00.000Z","https://rocketstores.com/","(619) 696-3956","4.1","72","338","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/76/@32.7119,-117.13007,17z/data=!3m1!4b1!4m6!3m5!1s0x80d95379d135b569:0x84d86b36a4cd1699!8m2!3d32.7119!4d-117.13007!16s%2Fg%2F1q66_ws9w?hl=en&entry=ttu"
"Chevron","8210 Camino Santa Fe, San Diego, CA 92121","USD","Regular","6.6","$6.60","gallon","2023-09-30T06:21:27.000Z","USD","Midgrade","6.8","$6.80","gallon","2023-09-30T06:21:27.000Z","USD","Premium","7","$7.00","gallon","2023-09-30T07:35:21.000Z","USD","Diesel","6","$6.00","gallon","2023-10-02T05:24:40.000Z","https://www.chevronwithtechron.com/station","(858) 558-3469","3.4","69","17","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.8783705,-117.1731006,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbff555a16b021:0x5bfb7fa25210aa01!8m2!3d32.8783705!4d-117.1731006!16s%2Fg%2F1tj89qn4?hl=en&entry=ttu"
"Vons Fuel Station","1680 Garnet Ave, San Diego, CA 92109","USD","Regular","6","$6.00","gallon","2023-10-02T10:03:03.000Z","USD","Midgrade","6.32","$6.32","gallon","2023-10-01T22:10:53.000Z","USD","Premium","6.54","$6.54","gallon","2023-10-02T14:49:32.000Z","USD","Diesel","6.12","$6.12","gallon","2023-10-01T22:10:53.000Z","https://local.fuel.vons.com/ca/san-diego/1680-garnet-st.html","(858) 272-5359","3.8","68","47","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Vons+Fuel+Station/@32.8005296,-117.239507,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc01c0a36bbba5:0xdaaee84e2692b4b6!8m2!3d32.8005296!4d-117.239507!16s%2Fg%2F11b7lmh9p6?hl=en&entry=ttu"
"Shell","1551 Rosecrans St, San Diego, CA 92106","USD","Regular","6.2","$6.20","gallon","2023-10-02T12:28:24.000Z","USD","Midgrade","6.46","$6.46","gallon","2023-10-01T11:21:57.000Z","USD","Premium","6.72","$6.72","gallon","2023-10-02T06:06:00.000Z",,,,,,,"https://find.shell.com/us/fuel/12597075-1551-rosecrans-st","(619) 223-1164","3.7","67","55","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.726838,-117.2269427,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaba425014029:0xee7ab097653abbd2!8m2!3d32.726838!4d-117.2269427!16s%2Fg%2F11g0mjgtz6?hl=en&entry=ttu"
"Shell","2484 F St, San Diego, CA 92102","USD","Regular","6.5","$6.50","gallon","2023-10-02T14:55:25.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T12:37:44.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-02T09:17:36.000Z",,,,,,,"https://find.shell.com/us/fuel/10008225-2484-f-street","(619) 232-8605","3.4","66","112","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.714038,-117.1405018,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953649ccaadf7:0xea6769204be1f842!8m2!3d32.714038!4d-117.1405018!16s%2Fg%2F1tdc0y5c?hl=en&entry=ttu"
"Ultra Gas","3276 El Cajon Blvd, San Diego, CA 92104","USD","Regular","6.06","$6.06","gallon","2023-09-30T01:22:23.000Z","USD","Midgrade","6.2","$6.20","gallon","2023-09-26T12:35:25.000Z","USD","Premium","6.46","$6.46","gallon","2023-09-28T09:35:43.000Z",,,,,,,"https://ultra-gas-gas-station.business.site/?utm_source=gmb&utm_medium=referral","(619) 281-6300","3.7","65","55","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Ultra+Gas/@32.7555585,-117.1235434,17z/data=!3m1!4b1!4m6!3m5!1s0x80d95457780e3c53:0xcf472d83c8a4791f!8m2!3d32.7555585!4d-117.1235434!16s%2Fg%2F1tpc87nx?hl=en&entry=ttu"
"Shell","330 Washington St, San Diego, CA 92103","USD","Regular","7","$7.00","gallon","2023-09-30T13:59:17.000Z","USD","Midgrade","7.2","$7.20","gallon","2023-09-30T13:59:17.000Z","USD","Premium","7.4","$7.40","gallon","2023-09-30T13:59:17.000Z",,,,,,,"https://find.shell.com/us/fuel/10008229-330-washington-street","(619) 574-0656","3.6","64","128","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7501132,-117.1619829,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954d0a0d7e295:0x70929d6bb2683a2c!8m2!3d32.7501132!4d-117.1619829!16s%2Fg%2F1q5bm7f40?hl=en&entry=ttu"
"Mobil","4067 El Cajon Blvd, San Diego, CA 92105","USD","Regular","6.16","$6.16","gallon","2023-10-02T11:54:46.000Z","USD","Midgrade","6.36","$6.36","gallon","2023-10-02T05:33:16.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-02T10:24:43.000Z","USD","Diesel","6.2","$6.20","gallon","2023-10-01T20:00:13.000Z","https://www.exxon.com/en/find-station/mobil-sandiego-ca-elcajonblvdgas-200326365","(619) 243-0456","4","63","113","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Mobil/@32.7548584,-117.1074734,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954469496668d:0xa90ba193d5b40c1!8m2!3d32.7548584!4d-117.1074734!16s%2Fg%2F1v3h_86k?hl=en&entry=ttu"
"Tierrasanta Gas Station","10585 Tierrasanta Blvd Suite B, San Diego, CA 92124","USD","Regular","6","$6.00","gallon","2023-09-30T17:34:43.000Z","USD","Midgrade","6.1","$6.10","gallon","2023-09-27T15:06:48.000Z","USD","Premium","6.3","$6.30","gallon","2023-09-27T15:07:16.000Z",,,,,,,"https://www.tierrasantatowncentergas.com/","(858) 560-4101","3.8","62","97","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Tierrasanta+Gas+Station/@32.8227714,-117.1014502,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbfe178b983c6b:0xaf184593b2fcb0dc!8m2!3d32.8227714!4d-117.1014502!16s%2Fg%2F1tdpmcj6?hl=en&entry=ttu"
"ARCO","4357 El Cajon Blvd, San Diego, CA 92105","USD","Regular","6.2","$6.20","gallon","2023-10-01T05:00:10.000Z","USD","Midgrade","6.1","$6.10","gallon","2023-09-26T01:23:50.000Z","USD","Premium","6.3","$6.30","gallon","2023-09-26T01:23:50.000Z","USD","Diesel","6.8","$6.80","gallon","2023-09-30T15:27:30.000Z","https://www.arco.com/en-us/southwest/find-a-station/","(619) 928-7200","4","61","250","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.7548173,-117.100487,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9543f2dc0aa33:0xb2bc11e91238ac86!8m2!3d32.7548173!4d-117.100487!16s%2Fg%2F11b6p_x369?hl=en&entry=ttu"
"ARCO","1817 Euclid Ave, San Diego, CA 92105","USD","Regular","6.1","$6.10","gallon","2023-10-02T04:51:11.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-09-28T19:25:33.000Z","USD","Premium","6.5","$6.50","gallon","2023-09-28T19:25:33.000Z","USD","Diesel","6","$6.00","gallon","2023-10-01T03:43:44.000Z","https://www.arco.com/en-us/southwest/find-a-station/","(619) 263-7154","3.9","56","168","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.7245094,-117.0847217,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953fc85b7a5ed:0x56f9d6fe82435e21!8m2!3d32.7245094!4d-117.0847217!16s%2Fg%2F1z44zmzz2?hl=en&entry=ttu"
"United Oil","3927 El Cajon Blvd, San Diego, CA 92105",,,,,,,,,,,,,,,,,,,,,,,,,"https://rocketstores.com/","(619) 584-4346","3.9","55","188","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/United+Oil/@32.7548391,-117.1098923,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954443001ef73:0x5a4ddfab10f5e6e6!8m2!3d32.7548391!4d-117.1098923!16s%2Fg%2F11bz_1whnw?hl=en&entry=ttu"
"Chevron","6301 Del Cerro Blvd, San Diego, CA 92120","USD","Regular","6.6","$6.60","gallon","2023-10-02T12:21:57.000Z","USD","Midgrade","6.8","$6.80","gallon","2023-10-02T12:24:12.000Z","USD","Premium","6.9","$6.90","gallon","2023-10-02T15:19:21.000Z","USD","Diesel","6.3","$6.30","gallon","2023-09-29T18:01:19.000Z","https://www.chevron.com/","(619) 583-1122","3.1","54","26","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.7831325,-117.0615232,17z/data=!3m1!4b1!4m6!3m5!1s0x80d95661625bab31:0xd1e37badb9247501!8m2!3d32.7831325!4d-117.0615232!16s%2Fg%2F1thlzr02?hl=en&entry=ttu"
"Miramar Gas Station","San Diego, CA 92145",,,,,,,,,,,,,,,,,,,,,,,,,,"(858) 695-7300","4.5","53","87","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Miramar+Gas+Station/@32.8835695,-117.1196184,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbfed0d8fa8061:0x83d58dc733986d3!8m2!3d32.8835695!4d-117.1196184!16s%2Fg%2F11dym1gg2d?hl=en&entry=ttu"
"Shell","4405 Home Ave, San Diego, CA 92105","USD","Regular","6.4","$6.40","gallon","2023-10-02T13:53:46.000Z","USD","Midgrade","6.55","$6.55","gallon","2023-10-02T06:46:51.000Z","USD","Premium","6.75","$6.75","gallon","2023-10-02T06:46:51.000Z","USD","Diesel","6.3","$6.30","gallon","2023-10-02T04:27:04.000Z","https://find.shell.com/us/fuel/12622527-4405-home-ave/en_US","(619) 219-1990","4","52","213","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7287405,-117.0991913,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953763f4d3bd5:0xeb129df23ba4cbcf!8m2!3d32.7287405!4d-117.0991913!16s%2Fg%2F1tj2nrh4?hl=en&entry=ttu"
"76","3252 University Ave, San Diego, CA 92104","USD","Regular","6.35","$6.35","gallon","2023-10-02T14:21:16.000Z","USD","Midgrade","6.55","$6.55","gallon","2023-09-29T09:23:52.000Z","USD","Premium","6.7","$6.70","gallon","2023-09-29T18:07:36.000Z","USD","Diesel","6.3","$6.30","gallon","2023-09-29T09:23:52.000Z","https://rocketstores.com/","(619) 280-4004","3.9","51","86","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/76/@32.74894,-117.1237,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9545f27d58799:0xd4927dd551701052!8m2!3d32.74894!4d-117.1237!16s%2Fg%2F11bw1zybmy?hl=en&entry=ttu"
"Valero","1083 Morena Blvd, San Diego, CA 92110","USD","Regular","6.4","$6.40","gallon","2023-10-02T06:20:31.000Z","USD","Midgrade","6.65","$6.65","gallon","2023-09-29T21:03:32.000Z","USD","Premium","6.85","$6.85","gallon","2023-10-01T15:41:02.000Z","USD","Diesel","6.8","$6.80","gallon","2023-09-29T20:16:21.000Z","http://www.valero.com/","(210) 345-2000","4.1","50","236","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Valero/@32.7682526,-117.1994217,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaaead3022f2b:0x743ab41b4c7807ff!8m2!3d32.7682526!4d-117.1994217!16s%2Fg%2F11c529w2x6?hl=en&entry=ttu"
"Mobil","8380 Clairemont Mesa Blvd, San Diego, CA 92111","USD","Regular","6.48","$6.48","gallon","2023-10-02T11:53:44.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-10-02T13:56:10.000Z","USD","Premium","6.9","$6.90","gallon","2023-10-02T10:56:17.000Z","USD","Diesel","6.58","$6.58","gallon","2023-09-28T11:54:37.000Z","https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-FASTPUMPEROILCORPORATION-200311953?utm_source=google&utm_medium=organic&utm_campaign=gmb","(858) 279-9343","2","49","19","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Mobil/@32.8332143,-117.1439746,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbffbb57b271a9:0x62ee72fd6fff0267!8m2!3d32.8332143!4d-117.1439746!16s%2Fg%2F1th5jrpk?hl=en&entry=ttu"
"Shell","1330 Morena Blvd, San Diego, CA 92110","USD","Regular","6.3","$6.30","gallon","2023-10-02T15:26:26.000Z","USD","Midgrade","6.5","$6.50","gallon","2023-10-02T08:39:34.000Z","USD","Premium","6.6","$6.60","gallon","2023-10-01T12:01:13.000Z",,,,,,,"https://find.shell.com/us/fuel/10008233-1330-morena-blvd","(619) 276-3663","3.5","48","63","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Shell/@32.7721781,-117.2028158,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaa940903991b:0xd4d7cf86899e52b7!8m2!3d32.7721781!4d-117.2028158!16s%2Fg%2F1vgw8y8t?hl=en&entry=ttu"
"J & R Gas and Mini Mart","505 S 30th St, San Diego, CA 92113","USD","Regular","6","$6.00","gallon","2023-10-02T06:05:35.000Z","USD","Midgrade","6.2","$6.20","gallon","2023-10-01T17:55:07.000Z","USD","Premium","6.3","$6.30","gallon","2023-10-01T17:55:07.000Z",,,,,,,,"(619) 239-4550","3.2","47","21","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/J+%26+R+Gas+and+Mini+Mart/@32.7008567,-117.1293185,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9530b29f7d88b:0x14af6a25f670fcc2!8m2!3d32.7008567!4d-117.1293185!16s%2Fg%2F1td9wdmg?hl=en&entry=ttu"
"United","235 S 47th St, San Diego, CA 92113","USD","Regular","5.9","$5.90","gallon","2023-10-02T12:01:09.000Z","USD","Midgrade","6.2","$6.20","gallon","2023-10-01T10:06:31.000Z","USD","Premium","6.4","$6.40","gallon","2023-10-01T10:06:31.000Z",,,,,,,"https://rocketstores.com/","(619) 264-9589","4","46","287","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/United/@32.702602,-117.09331,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953c4f1984585:0x386c7c75205a5ff6!8m2!3d32.702602!4d-117.09331!16s%2Fg%2F1tgz5s88?hl=en&entry=ttu"
"Ralphs Fuel Center","1704 Rosecrans St, San Diego, CA 92106",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.ralphs.com/d/fuel-points-program?cid=loc_70300212_gmb","(619) 819-6040","4.1","45","142","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Ralphs+Fuel+Center/@32.7285218,-117.2263473,17z/data=!3m1!4b1!4m6!3m5!1s0x80deaba6707f5bbd:0xb75a8868943ecbc0!8m2!3d32.7285218!4d-117.2263473!16s%2Fg%2F11ckq2q5_7?hl=en&entry=ttu"
"Chevron","8505 Costa Verde Blvd, San Diego, CA 92122","USD","Regular","6.48","$6.48","gallon","2023-10-02T11:24:55.000Z","USD","Midgrade","6.67","$6.67","gallon","2023-10-02T09:21:07.000Z","USD","Premium","6.88","$6.88","gallon","2023-10-02T13:12:21.000Z",,,,,,,"https://www.chevronwithtechron.com/station","(858) 587-4844","3.4","44","44","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Chevron/@32.8670128,-117.2158454,17z/data=!3m1!4b1!4m6!3m5!1s0x80dc00d4f3850139:0x6a4864fc6ea4656d!8m2!3d32.8670128!4d-117.2158454!16s%2Fg%2F1ptz5xpq2?hl=en&entry=ttu"
"ARCO","3770 Murphy Canyon Rd, San Diego, CA 92123","USD","Regular","6.6","$6.60","gallon","2023-10-02T07:22:31.000Z","USD","Midgrade","6.8","$6.80","gallon","2023-09-29T14:46:36.000Z","USD","Premium","7","$7.00","gallon","2023-10-02T14:13:00.000Z",,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(858) 278-7442","3.9","43","214","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.8104788,-117.1174902,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbfe2839deffe7:0x685a67be60b290fa!8m2!3d32.8104788!4d-117.1174902!16s%2Fg%2F1q6h_d9xr?hl=en&entry=ttu"
"Costco Gas Station","2345 Fenton Pkwy, San Diego, CA 92108",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.costco.com/warehouse-locations/san-diego-ca-488.html","(619) 358-4000","4.3","41","270","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Costco+Gas+Station/@32.7829146,-117.1273859,17z/data=!3m1!4b1!4m6!3m5!1s0x80d9550a56df9d07:0x761822c091d361d5!8m2!3d32.7829146!4d-117.1273859!16s%2Fg%2F11bw1zh9q7?hl=en&entry=ttu"
"Valero","3377 Sandrock Rd, San Diego, CA 92123","USD","Regular","6.2","$6.20","gallon","2023-10-02T15:36:00.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-02T11:02:20.000Z","USD","Premium","6.5","$6.50","gallon","2023-10-02T11:02:20.000Z","USD","Diesel","6.1","$6.10","gallon","2023-10-02T11:21:04.000Z","https://www.valero.com/","(210) 345-2000","4.2","42","167","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Valero/@32.8042076,-117.1396654,17z/data=!3m1!4b1!4m6!3m5!1s0x80dbffd86d20bbbd:0x595a8b132f13a9fd!8m2!3d32.8042076!4d-117.1396654!16s%2Fg%2F11c1sk14b1?hl=en&entry=ttu"
"ARCO","2340 El Cajon Blvd, San Diego, CA 92104","USD","Regular","6.5","$6.50","gallon","2023-10-02T03:05:16.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-09-28T09:23:17.000Z","USD","Premium","6.9","$6.90","gallon","2023-10-02T01:29:51.000Z",,,,,,,"https://www.arco.com/en-us/southwest/find-a-station/","(619) 295-2443","3.9","40","225","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/ARCO/@32.7556977,-117.1390373,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954e4ba1c8199:0xdb9c5bda0941f142!8m2!3d32.7556977!4d-117.1390373!16s%2Fg%2F1q6j93h9z?hl=en&entry=ttu"
"76","3154 El Cajon Blvd, San Diego, CA 92104","USD","Regular","6.4","$6.40","gallon","2023-10-01T12:56:25.000Z","USD","Midgrade","6.6","$6.60","gallon","2023-10-01T17:16:41.000Z","USD","Premium","6.8","$6.80","gallon","2023-10-01T12:23:37.000Z","USD","Diesel","6.7","$6.70","gallon","2023-09-30T08:44:55.000Z","https://www.76.com/station/U76-NORTH-PARK-76-0000860142?utm_source=G&utm_medium=local&utm_campaign=google-local","(619) 283-6241","4","39","200","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/76/@32.7557407,-117.1260908,17z/data=!3m1!4b1!4m6!3m5!1s0x80d95457ddd44593:0x828a552bba2f6fc0!8m2!3d32.7557407!4d-117.1260908!16s%2Fg%2F1tfgppf9?hl=en&entry=ttu"
"Petromerica","1548 F St, San Diego, CA 92101","USD","Regular","6.1","$6.10","gallon","2023-10-02T14:29:04.000Z","USD","Midgrade","6.3","$6.30","gallon","2023-10-01T06:40:01.000Z","USD","Premium","6.4","$6.40","gallon","2023-10-02T14:29:04.000Z",,,,,,,,"(619) 235-8751","3.7","38","44","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Petromerica/@32.7140246,-117.1498358,17z/data=!3m1!4b1!4m6!3m5!1s0x80d953609d0ae257:0x746e5ffcf42523f3!8m2!3d32.7140246!4d-117.1498358!16s%2Fg%2F1tgk0y37?hl=en&entry=ttu"
"Mobil","2045 Pacific Hwy, San Diego, CA 92101",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.exxon.com/en/find-station/MOBIL-SANDIEGO-CA-BODYBEAUTIFULCARWASHINC-200310015?utm_source=google&utm_medium=organic&utm_campaign=gmb","(619) 544-7070","3.7","37","259","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Mobil/@32.7251043,-117.1714538,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954b2e36193bf:0xadfbedef4c8ab3a5!8m2!3d32.7251043!4d-117.1714538!16s%2Fg%2F1tdvdw98?hl=en&entry=ttu"
"Texas Street Valero","4616 Texas St, San Diego, CA 92116","USD","Regular","6.5","$6.50","gallon","2023-10-02T07:47:00.000Z","USD","Midgrade","6.7","$6.70","gallon","2023-09-30T08:52:02.000Z","USD","Premium","6.9","$6.90","gallon","2023-10-01T23:03:58.000Z","USD","Diesel","6.4","$6.40","gallon","2023-10-02T04:18:49.000Z",,"(619) 296-4913","4.1","36","235","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Texas+Street+Valero/@32.7613052,-117.1391355,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954e2af70bec7:0x4b0a9367d5d3cfe6!8m2!3d32.7613052!4d-117.1391355!16s%2Fg%2F1w6r8kpm?hl=en&entry=ttu"
"Laurel Pacific Gas (Valero)","2499 Pacific Hwy, San Diego, CA 92101","USD","Regular","6.8","$6.80","gallon","2023-10-01T21:27:16.000Z","USD","Midgrade","6.9","$6.90","gallon","2023-09-30T10:30:54.000Z","USD","Premium","7","$7.00","gallon","2023-09-29T15:52:31.000Z","USD","Diesel","6.8","$6.80","gallon","2023-10-01T21:34:17.000Z","https://locations.valero.com/en-us/LocationDetails/Index/2499-PACIFIC-HWY/0000027375","(619) 338-4965","3.7","35","147","false","Gas station","gas station in San Diego","https://www.google.com/maps/place/Laurel+Pacific+Gas+(Valero)/@32.7294036,-117.1733656,17z/data=!3m1!4b1!4m6!3m5!1s0x80d954b4cd0cbadd:0x40e05c1bd89912be!8m2!3d32.7294036!4d-117.1733656!16s%2Fg%2F11h3ytpmy7?hl=en&entry=ttu"
